pk,shortcode,url,type,format,carousel_count,datetime_utc,date,time,day_of_week,iso_week,month,caption_length,hashtag_count,likes,comments,views,interactions,engagement_per_view,caption
3848884059574535460,DVp-6jwmoUk,https://www.instagram.com/p/DVp-6jwmoUk/,post,image,,2026-03-09T07:52:36Z,2026-03-09,18:52,Monday,2026-W11,2026-03,947,5,97,20,,117,,"EASTER CAMP IS CALLING MOMUIANS 🏕️🔥   We’re heading to The Great Aussie Bush Camp : Campaspe Downs for three days packed with adrenaline, good vibes, and even better company. think soaring down the flying fox 🦊, battling it out in laser tag 🔫, and cruising the water with canoeing 🚣.  This camp is the perfect chance to recharge, meet new people, and make memories before the semester chaos kicks back in 🤍 bring your friends along too because adventures are always better together.  ⚠️ 18+ event — you must be over eighteen to attend  Details:  📅 Date: 8th – 10th April  📍 Location: The Great Aussie Bush Camp – Campaspe Downs, 1320 Kyneton Trentham Rd, Tylden  Pricing 💰  🟣 Group of 3: $175pp (Anytime)  🔴 Early Bird: $175pp (9th – 14th March)  🔵 Standard: $185pp (15th – 22nd March)  🟢 Final Call: $190pp (23rd Mar – 1st April)  🔗 Link in bio to secure your spot now — see you at camp! 🏕️✨   #eastercamp #campgetaway #unimelb #momuians #explore"
3849617702877167184,DVslueVDH5Q,https://www.instagram.com/p/DVslueVDH5Q/,reel,video,,2026-03-10T08:14:05Z,2026-03-10,19:14,Tuesday,2026-W11,2026-03,222,5,179,18,14928,197,0.0132,"Tiga goes crazyyy 👀😭  We hope you enjoyed our summerfest booth, SOS party and Alamak Adventure !! Keep a look out for more exciting events coming to you soon 🔜🔥  #unimelb #student #relatable #explore #universityofmelbourne"
3851787320429611110,DV0TCkIj4hm,https://www.instagram.com/p/DV0TCkIj4hm/,reel,video,,2026-03-13T08:00:00Z,2026-03-13,19:00,Friday,2026-W11,2026-03,502,5,75,14,5153,89,0.0173,"Save Aiman 🛟 Attend the Easter Camp  ⚠️ 18+ event — you must be over eighteen to attend  Details:  📅 Date: 8th – 10th April  📍 Location: The Great Aussie Bush Camp – Campaspe Downs, 1320 Kyneton Trentham Rd, Tylden  Pricing 💰  🟣 Group of 3: $175pp (Anytime)  🔴 Early Bird: $175pp (9th – 14th March)  🔵 Standard: $180pp (15th – 22nd March)  🟢 Final Call: $190pp (23rd Mar – 1st April)  🔗 Link in bio to secure your spot now — see you at camp! 🏕️✨   #eastercamp #campgetaway #unimelb #momuians #saveaiman"
3853236848538139385,DV5cn-Yj7r5,https://www.instagram.com/p/DV5cn-Yj7r5/,reel,video,,2026-03-15T08:00:00Z,2026-03-15,19:00,Sunday,2026-W11,2026-03,66,5,85,12,5746,97,0.0169,What whaat? 🤷🤔  #unimelb #student #relatable #university #momuians
3854686687117245072,DV-mR5yDPqQ,https://www.instagram.com/p/DV-mR5yDPqQ/,reel,video,,2026-03-17T08:02:06Z,2026-03-17,19:02,Tuesday,2026-W12,2026-03,94,5,135,19,9903,154,0.0156,Do you think our presidents are cute?   #unimelb #momuians #studentlife #relatable #university
3856137800925220765,DWDwOY1Go-d,https://www.instagram.com/p/DWDwOY1Go-d/,post,carousel,3,2026-03-19T08:04:29Z,2026-03-19,19:04,Thursday,2026-W12,2026-03,322,5,116,12,,128,,"That’s a wrap on SummerFest! ☀️ We met so many familiar and amazing new faces to welcome to the MoMU fam 🤍 Plus, Tiga 🐯made sure to keep the vibes high all week!  This is only the beginning and we’re so excited for what’s coming this semester! See you all very soon!  #unimelb #student #university #momuians #lifeatunimelb"
3856860644978074944,DWGUlJ0GiVA,https://www.instagram.com/p/DWGUlJ0GiVA/,post,image,,2026-03-20T08:00:00Z,2026-03-20,19:00,Friday,2026-W12,2026-03,191,5,67,9,,76,,"Selamat Hari Raya Aidilfitri🌙 MoMU wishes everyone a joyful celebration filled with love, laughter, and good food with your loved ones💚  #unimelb #student #university #momuians #lifeatunimelb"
3856860794305969064,DWGUnU4vPuo,https://www.instagram.com/p/DWGUnU4vPuo/,reel,video,,2026-03-20T08:00:00Z,2026-03-20,19:00,Friday,2026-W12,2026-03,546,5,85,12,6659,97,0.0146,"Hard to ignore this one 👀 Sign up for the  Easter Camp 8th - 10th April now! 🏕️  ⚠️ 18+ event — you must be over eighteen to attend  Details:  📅 Date: 8th – 10th April  📍 Location: The Great Aussie Bush Camp – Campaspe Downs, 1320 Kyneton Trentham Rd, Tylden  Pricing 💰  🟣 Group of 3: $175pp (Anytime)  🔴 Early Bird: $175pp (9th – 14th March)  🔵 Standard: $185pp (15th – 22nd March)  🟢 Final Call: $190pp (23rd Mar – 1st April)  🔗 Link in bio to secure your spot now — see you at camp! 🏕️✨   #eastercamp #campgetaway #unimelb #momuians #relatable"
3859760229920218287,DWQn3qukxyv,https://www.instagram.com/p/DWQn3qukxyv/,reel,video,,2026-03-24T08:04:02Z,2026-03-24,19:04,Tuesday,2026-W13,2026-03,95,5,118,23,6085,141,0.0232,Triple T is now a member of MOMU 🥳 #unimelb #momuians #universityofmelbourne #malaysia #unilife
3860484332708923828,DWTMgwAE4m0,https://www.instagram.com/p/DWTMgwAE4m0/,post,image,,2026-03-25T08:00:01Z,2026-03-25,19:00,Wednesday,2026-W13,2026-03,856,5,51,13,,64,,"Thinking about furthering your studies in Australia but don't know where to start? We've got you covered!!  Join us for an exclusive evening where Cornerstone representatives will walk you through everything you need to know about applying for higher education in Australia, from higher education visa options to university pathways 🇦🇺🐨  📅 Date: 15 April 2026 🕔 Time: 5.00pm – 7.30pm 📍 Location: The Spot - Level 1 - Room 1022 💸 Price: FREE  What to expect:   🎮 Ice breaker games & prizes up to $300 up for grabs (who loves popmart?) 🎁 🏫 Seminar covering Masters Education & Visa Options 🤝🏻 Networking with Cornerstone representatives 🍲 FREE FOOD  Whether you're just exploring your options or ready to take the next step, don’t miss out on this opportunity! 🤩  🔗 Sign up via the link in our bio!  #MoMU #Cornerstone #studyinaustralia #unimelb #studentlife"
3861934029422797524,DWYWInRvSLU,https://www.instagram.com/p/DWYWInRvSLU/,reel,video,,2026-03-27T08:00:00Z,2026-03-27,19:00,Friday,2026-W13,2026-03,551,5,144,23,8925,167,0.0187,"Me & Gang at the Easter Camp 🦭 Sign up for the  Easter Camp 8th - 10th April now! 🏕️  ⚠️ 18+ event — you must be over eighteen to attend  Details:  📅 Date: 8th – 10th April  📍 Location: The Great Aussie Bush Camp – Campaspe Downs, 1320 Kyneton Trentham Rd, Tylden  Pricing 💰  🟣 Group of 3: $175pp (Anytime)  🔴 Early Bird: $175pp (9th – 14th March)  🔵 Standard: $185pp (15th – 22nd March)  🟢 Final Call: $190pp (23rd Mar – 1st April)  🔗 Link in bio to secure your spot now — see you at camp! 🏕️✨   #eastercamp #campgetaway #unimelb #momuians #relatable"
3864831791300069578,DWipAmVE8jK,https://www.instagram.com/p/DWipAmVE8jK/,post,carousel,4,2026-03-31T07:57:53Z,2026-03-31,18:57,Tuesday,2026-W14,2026-03,465,5,139,26,,165,,"Alamak Adventure Recap!!⭐️⭐️ So many new faces around campus. Shoutout to everyone who showed up, brought the energy, and made it so memorable 🫶 Whether you came with your crew or met new people along the way, we hope you walked away with new friendships, inside jokes, and core memories 📸✨  And of course… BIG congrats to our winners🏆 you guys absolutely smashed it!!!  Until the next adventure… 👀  #unimelb #student #momuians #lifeatunimelb #universityofmelbourne"
3865560170207266935,DWlOn6DGkh3,https://www.instagram.com/p/DWlOn6DGkh3/,post,carousel,7,2026-04-01T08:05:03Z,2026-04-01,19:05,Wednesday,2026-W14,2026-04,217,5,143,13,,156,,"unlock exclusive perks with MoMU 🤍 From food & drinks to entertainment and more — we’ve got you covered.  Show your card, enjoy the deals, and make the most of 2026.  #unimelb #student #relatable #university #momuians"
3866282709853417979,DWny6PiDDH7,https://www.instagram.com/p/DWny6PiDDH7/,reel,video,,2026-04-02T08:02:27Z,2026-04-02,19:02,Thursday,2026-W14,2026-04,74,5,90,14,5233,104,0.0199,AirPod Switch! 🌙  #unimelb #momuians #universityofmelbourne #fyp #hariraya
3867736666559796418,DWs9gGPDNTC,https://www.instagram.com/p/DWs9gGPDNTC/,reel,video,,2026-04-04T08:22:47Z,2026-04-04,19:22,Saturday,2026-W14,2026-04,173,5,121,13,4084,134,0.0328,We hope you guys had as much fun as we did at MoMU’s Alamak Adventure!!!! Looking forward to the next time we meet 😝😝  #unimelb #momuians #summerfest #studentlife #relatable
3868487151294108914,DWvoJFnDFTy,https://www.instagram.com/p/DWvoJFnDFTy/,reel,video,,2026-04-05T09:01:08Z,2026-04-05,19:01,Sunday,2026-W14,2026-04,139,5,85,24,4094,109,0.0266,Easter Camp is right around the corner ⛺️…  Get excited and pack your bags for the best camp ever!  #momuians #unilife #unimelb #reels #fyp
3869934179709764158,DW0xKH1vkI-,https://www.instagram.com/p/DW0xKH1vkI-/,reel,video,,2026-04-07T08:55:05Z,2026-04-07,18:55,Tuesday,2026-W15,2026-04,254,5,82,21,2850,103,0.0361,"A little throwback on what went down at MoMU's Open House on Hari Raya 🤩‼️ An evening filled with laughter, games and delicious food 😋😋 We hope you guys enjoyed this special day as much as we did 💚   #unimelb #momuians #summerfest #studentlife #relatable"
3872835627686562573,DW_E3v1vAsN,https://www.instagram.com/p/DW_E3v1vAsN/,reel,video,,2026-04-11T09:00:00Z,2026-04-11,19:00,Saturday,2026-W15,2026-04,856,5,106,20,6927,126,0.0182,"Thinking about furthering your studies in Australia but don’t know where to start? We’ve got you covered!!  Join us for an exclusive evening where Cornerstone representatives will walk you through everything you need to know about applying for higher education in Australia, from higher education visa options to university pathways 🇦🇺🐨  📅 Date: 15 April 2026 🕔 Time: 5.00pm – 7.30pm 📍 Location: The Spot - Level 1 - Room 1022 💸 Price: FREE  What to expect:   🎮 Ice breaker games & prizes up to $300 up for grabs (who loves popmart?) 🎁 🏫 Seminar covering Masters Education & Visa Options 🤝🏻 Networking with Cornerstone representatives 🍲 FREE FOOD  Whether you’re just exploring your options or ready to take the next step, don’t miss out on this opportunity! 🤩  🔗 Sign up via the link in our bio!  #MoMU #Cornerstone #studyinaustralia #unimelb #studentlife"
3873560921587788387,DXBpyKbEypj,https://www.instagram.com/p/DXBpyKbEypj/,reel,video,,2026-04-12T09:02:16Z,2026-04-12,19:02,Sunday,2026-W15,2026-04,80,5,158,52,8445,210,0.0249,MoMu Easter Camp 🏕️ Music Video 🎶  #unimelb #momuians #unilife #studentlife #fyp
3875735076907681699,DXJYISWmoej,https://www.instagram.com/p/DXJYISWmoej/,post,image,,2026-04-15T09:00:46Z,2026-04-15,19:00,Wednesday,2026-W16,2026-04,956,5,99,26,,125,,"Can’t seem to catch a break after the holidays? Why not come catch a movie with us! 🍿🎬  Whether you’re new to or familiar with MoMU, come join us at MOYTS (The MoMU Movie Experience). ⭐️It’s going to be a calm night away from exams and study stress! 😄😄With two genres playing in 2 different lecture theatres, participants can pick between a chilling horror film 👻or a silly lighthearted movie 😚with refreshments such as snacks and drinks provided.🍟🧋  Details: 📅Date: 30th April 2026  🕦Time: 6:30-9:15pm  📍Location: Lowe & Medley Theatre, Redmond Barry (new location)  💰Pricing:  MoMU Members: $6 Non-MoMU Members: $8 👥Pair Tickets: $10  Two cinemas, playing 🎬 Incantation & 🎤 Pitch Perfect 🎥  🔗Link in bio to secure your tickets for a stress-free night with us! See you there!  P.S. come as your favorite movie character for our best dressed competition and stand a chance to win a $50 Hoyts Gift Card 🤭🥇  #momuians #unimelb #movienight #relatable #student"
3877186499808893281,DXOiJRRDJlh,https://www.instagram.com/p/DXOiJRRDJlh/,reel,video,,2026-04-17T09:05:11Z,2026-04-17,19:05,Friday,2026-W16,2026-04,465,5,79,17,4098,96,0.0234,"Grab your snacks, it’s movie night!! 🍿🎬  Details: 📅Date: 30th April 2026  🕦Time: 6:30-9:15pm  📍Location: Lyle & Latham Theatre, Redmond Barry  💰Pricing:  MoMU Members: $6 Non-MoMU Members: $8 👥Pair Tickets: $10  🔗Link in bio to secure your tickets for a stress-free night with us! See you there!  P.S. come as your favorite movie character for our best dressed competition and stand a chance to win some prizes 🤭🥇  #momuians #unimelb #movienight #relatable #student"
3878634161645975011,DXTrThamnXj,https://www.instagram.com/p/DXTrThamnXj/,post,image,,2026-04-19T09:00:00Z,2026-04-19,19:00,Sunday,2026-W16,2026-04,842,5,156,18,,174,,"MoMU x SSS CRUISE PARTY IS BACK! Come catch a wave with us again 😍💿🌊  Whether you were on the boat last time or missed out, come join us at Throwback Tides – MoMU x SSS collab cruise party 🛥️💥 It’s going to be a big night away from uni stress, with good food, drinks, music, and a photobooth! 🎤🍔 With one boat and one massive throwback theme, participants can expect Y2K bangers and 2000s vibes 💚💙  Details: 📅 Date: 15th May 2026 🕡 Time: 6:30pm 📍 Location: 131 Harbour Esplanade, Docklands  💰 Pricing: Members: $40 Non-Members: $45  👕 Dress code: Y2K / throwback / 2K16 / 2000s  👥 Link in bio to secure your tickets – last year sold out quick! See you there!   ‼️MoMU members, make sure to get your tickets via MoMU’s link in bio & SSS members, make sure to secure yours via SSS’s link in bio 🔗  #momu #student #cruiseparty #unimelb #malaysia"
3880083404331201912,DXY00x2DLV4,https://www.instagram.com/p/DXY00x2DLV4/,reel,video,,2026-04-21T09:01:27Z,2026-04-21,19:01,Tuesday,2026-W17,2026-04,149,5,132,22,8063,154,0.0191,which move are you bringing to the cruise party 👀🕺 (ignore the silence… vibes were there trust 😭)  #unimelb #student #relatable #university #momuians
3881531144223327792,DXd-AKsDAYw,https://www.instagram.com/p/DXd-AKsDAYw/,reel,video,,2026-04-23T08:57:11Z,2026-04-23,18:57,Thursday,2026-W17,2026-04,489,5,87,16,4184,103,0.0246,"Mid-sem stress is scary… but this is scarier. Come find out👻  Details: 📅 Date: 30th April 2026 🕒 Time: 6:30–9:15pm 📍 Location: Lyle & Latham Theatre, Redmond Barry  💰 Pricing: MoMU Members: $6 Non-MoMU Members: $8 👥 Pair Tickets: $10  🔗 Link in bio to secure your tickets for a stress-free night with us! See you there!  P.S. come as your favorite movie character for our best dressed competition and stand a chance to win some prizes 🤭🥇  #momuians #unimelb #movienight #relatable #student"
3882257732414892546,DXgjNarGmoC,https://www.instagram.com/p/DXgjNarGmoC/,post,carousel,3,2026-04-24T09:00:58Z,2026-04-24,19:00,Friday,2026-W17,2026-04,621,5,163,12,,175,,"Who needs to fly to Malaysia when you have Malaysia right here in UniMelb?!?! 🇲🇾🤩  MoMU is back again this year at the UMSUi Night Market with drinks & bites you will be thinking of in your sleep! This year we are cooking up some of our favourites just for you guys! 😛🤞🏻  What's on the menu? 📖 1. Milo Dinosaur 🦖 $5  2. Sparkling Ribena 🍇 $5  3. Teh O Ais Limau 🍋 $5 4. Honey Lemon 🍯 $5  5. Roti Bakar 🥪 $3 (add on only)   📆 Thursday, 7 May 2026 🕐 5-10pm 📍Concrete Lawn (University Plaza)   Grab your FREE ticket from @umsuintl ‘s link in bio now!!  DON'T MISS OUT! 😁  #unimelb #student #nightmarket #university #momuians"
3883707610422942915,DXls36yvZzD,https://www.instagram.com/p/DXls36yvZzD/,reel,video,,2026-04-26T09:00:00Z,2026-04-26,19:00,Sunday,2026-W17,2026-04,68,5,113,18,4937,131,0.0265,Peak fullness behaviour  #fyp #relatable #momuians #unimelb #student
3884432134856677012,DXoRnIwPpaU,https://www.instagram.com/p/DXoRnIwPpaU/,reel,video,,2026-04-27T09:00:00Z,2026-04-27,19:00,Monday,2026-W18,2026-04,758,5,72,16,4228,88,0.0208,"6 7 MoMU MOYTS IS HAPPENING THIS THURSDAY!!  Whether you’re new to or familiar with MoMU, come join us at MOYTS (The MoMU Movie Experience). ⭐️ With Incantation 👻 and Pitch Perfect 🎤 playing in 2 different theatres, participants can pick their watch for the night with refreshments such as snacks and drinks provided.🍟🧋  Details: 📅Date: 30th April 2026  🕦Time: 6:30-9:15pm  📍Location: Lowe & Medley Theatre, Redmond Barry (new location)  💰Pricing:  MoMU Members: $6 Non-MoMU Members: $8 👥Pair Tickets: $10  🔗Link in bio to secure your tickets for a stress-free night with us!  ‼️P.S. come as your favorite movie character for our best dressed competition and stand a chance to win a $50 Hoyts Gift Card 🤭🥇‼️  #explore #unimelb #movienight #relatable #student"
3885881792585889283,DXtbObuPXYD,https://www.instagram.com/p/DXtbObuPXYD/,reel,video,,2026-04-29T09:00:00Z,2026-04-29,19:00,Wednesday,2026-W18,2026-04,122,5,94,27,5709,121,0.0212,Come and get a taste of home! See yall at Night Market! #unimelb #momuians #universityofmelbourne #malaysia #lifeatunimelb
3886606645976523369,DXwACcDGmJp,https://www.instagram.com/p/DXwACcDGmJp/,post,carousel,6,2026-04-30T09:00:00Z,2026-04-30,19:00,Thursday,2026-W18,2026-04,294,4,122,14,,136,,"That’s a wrap on MoMU’s Raya celebration 🌙✨ Surrounded by great company, heartfelt conversations, and a warm festive spirit, it was truly a special night 💚 Thank you to everyone who joined us and made it so memorable, we loved celebrating with you all!🎉  #unimelb #student #university #momuians"
3888053997058350932,DX1JIKyM19U,https://www.instagram.com/p/DX1JIKyM19U/,reel,video,,2026-05-02T08:57:16Z,2026-05-02,18:57,Saturday,2026-W18,2026-05,407,5,93,19,5319,112,0.0211,"Don’t be late or you’ll be watching everyone else eat good 👀🇲🇾  What’s on the menu? 📖  1. Milo Dinosaur 🦖 $5 2. Sparkling Ribena 🍇 $5 3. Teh O Ais Limau 🍋 $5 4. Honey Lemon 🍯 $5 5. Roti Bakar 🥪 $3 (add on only)  📅 Thursday, 7 May 2026 🕔 5–10pm 📍 Concrete Lawn (University Plaza)  Grab your FREE ticket from @umsuintl’s link in bio now!!  DON’T MISS OUT! 😁  #unimelb #student #nightmarket #university #momuia"
3892422577350676951,DYEqbYOspHX,https://www.instagram.com/p/DYEqbYOspHX/,reel,video,,2026-05-08T09:37:17Z,2026-05-08,19:37,Friday,2026-W19,2026-05,205,5,71,17,2238,88,0.0393,We can’t believe it’s been a month since Easter Camp 😭😔 But no worries! Here’s a short recap from our first day to remember all the momuries we made ☺️😄   #unimelb #momuians #eastercamp #student #relatable
3893193432014393112,DYHZsylGg8Y,https://www.instagram.com/p/DYHZsylGg8Y/,post,carousel,4,2026-05-09T11:07:24Z,2026-05-09,21:07,Saturday,2026-W19,2026-05,146,5,153,21,,174,,"MoMU Easter Camp recap 🤍 thankful for the memories, laughter & people we met along the way :,)  #unimelb #student #relatable #university #momuians"
3893854660191146803,DYJwC7TsVMz,https://www.instagram.com/p/DYJwC7TsVMz/,reel,video,,2026-05-10T09:05:38Z,2026-05-10,19:05,Sunday,2026-W19,2026-05,254,5,91,20,2466,111,0.045,"Day 2 of easter camp was filled with constant action and seemingly never-ending activities 🤩 from the thrilling giant swing, to the fun team activities, this is a day we definitely won’t be forgetting 👏  #unimelb #student #relatable #university #momuians"
3894579224949757956,DYMUyu0vxgE,https://www.instagram.com/p/DYMUyu0vxgE/,reel,video,,2026-05-11T09:00:00Z,2026-05-11,19:00,Monday,2026-W20,2026-05,147,5,60,17,2082,77,0.037,Easter Camp Day 3 Recap🏕️ Ended Easter Camp off with a thrilling and competitive captain ball tournament🔥 #momuians #unimelb #fyp #relatable #sport
3895307019446506842,DYO6RiRMdVa,https://www.instagram.com/p/DYO6RiRMdVa/,reel,video,,2026-05-12T09:07:30Z,2026-05-12,19:07,Tuesday,2026-W20,2026-05,124,5,86,12,7083,98,0.0138,Cruise party loading… 👀🌊 See you guys at the MoMU x SSS Cruise Party 🛳️💿  #unimelb #student #relatable #university #momuians
3898203026067429070,DYZMv-nGhbO,https://www.instagram.com/p/DYZMv-nGhbO/,post,carousel,3,2026-05-16T09:00:35Z,2026-05-16,19:00,Saturday,2026-W20,2026-05,293,4,95,12,,107,,"Last month, representatives from Cornerstone came to give an insight on ways to further your study in Australia 📚! With icebreakers, games, and special prizes, we want to thank Cornerstone for coming and providing this Valuable information session 👏👏!  #momuians #unilife #cornerstone #unimelb"
3898928323639620320,DYbxqcnP7Lg,https://www.instagram.com/p/DYbxqcnP7Lg/,reel,video,,2026-05-17T09:00:45Z,2026-05-17,19:00,Sunday,2026-W20,2026-05,332,5,74,16,3030,90,0.0297,"Here's a look back from our amazing Cornerstone event filled with insightful takeaways, inspiring advice and a community of students eager to grow their lives in Australia! A massive thanks to the representatives from Cornerstone for your time in hosting this event 📚🇦🇺😄!   #momuians #unilife #cornerstone #unimelb #studyinmelbourne"
3900384641377428108,DYg8yqMsOKM,https://www.instagram.com/p/DYg8yqMsOKM/,reel,video,,2026-05-19T09:15:34Z,2026-05-19,19:15,Tuesday,2026-W21,2026-05,80,5,207,15,6098,222,0.0364,finals season is hitting us hard…  #unimelb #momuians #student #study #relatable
3901826638018255456,DYmEqeOPBpg,https://www.instagram.com/p/DYmEqeOPBpg/,reel,video,,2026-05-21T09:00:00Z,2026-05-21,19:00,Thursday,2026-W21,2026-05,82,5,237,26,11820,263,0.0223,Exam season shenanigans… 🤓  #unimelb #unilife #momuians #studyinmelbourne #student
3903304523562251817,DYrUsiZGnYp,https://www.instagram.com/p/DYrUsiZGnYp/,post,carousel,6,2026-05-23T09:56:20Z,2026-05-23,19:56,Saturday,2026-W21,2026-05,243,5,388,32,,420,,"👏👏 Say hello to our 25/26 MoMU committee!! With so many exciting new faces, we are so glad to have an incredible group of executives, directors, and officers running our own home away from home 🏠❤️   #momuians #fyp #committee #unimelb #unimelb"
3904001149283298164,DYtzFxpv2t0,https://www.instagram.com/p/DYtzFxpv2t0/,reel,video,,2026-05-24T09:00:10Z,2026-05-24,19:00,Sunday,2026-W21,2026-05,79,5,132,17,7350,149,0.0203,don’t be like our hb… LOCK IN😠  #unimelb #relatable #unilife #momuians #student
3905450865076124640,DYy8t6smrvg,https://www.instagram.com/p/DYy8t6smrvg/,post,image,,2026-05-26T09:00:14Z,2026-05-26,19:00,Tuesday,2026-W22,2026-05,448,0,67,8,,75,,"Lock in with MOMU for an afternoon of focus, fun, and free snacks! 🧠✨  Whether you’re grinding through assignments, prepping for exams, or just need a productive space to study with good company — we’ve got you covered.  📅 Date: 30 May ⏰ Time: 12PM – 4PM 📍 Location: Alan Gilbert, G01B–G02  🍕 Snacks and drinks will be provided to keep you fueled!  🔗 Register for free via the link in our bio!  Come through, get stuff done, and lock in with MOMU 💪"
3906905454778396994,DY4Hc-7GjFC,https://www.instagram.com/p/DY4Hc-7GjFC/,post,carousel,3,2026-05-28T09:10:45Z,2026-05-28,19:10,Thursday,2026-W22,2026-05,340,4,89,17,,106,,"MOYTS recap 🎬🍿 Whether you came ready to scream through The Conjuring 😱 or sing your heart out to Pitch Perfect 💛, the vibes were unmatched! From cozy PJs to iconic dress-ups, it was the perfect little escape from the chaos of uni. Huge thanks to everyone who came along and made the night so exciting!!  ##momuians #unilife #moyts #unimelb"
3907625307900584321,DY6rIOYvaGB,https://www.instagram.com/p/DY6rIOYvaGB/,reel,video,,2026-05-29T09:00:11Z,2026-05-29,19:00,Friday,2026-W22,2026-05,78,5,222,10,4361,232,0.0532,Exam Struggles 🥲 #unimelb #momuians #universityofmelbourne #exams #studentlife
3909074655393918396,DY_0rAbPK28,https://www.instagram.com/p/DY_0rAbPK28/,reel,video,,2026-05-31T09:00:09Z,2026-05-31,19:00,Sunday,2026-W22,2026-05,93,5,258,10,8850,268,0.0303,choosing self care when I really shouldn’t 😔  #unimelb #student #exams #relatable #university
3911248986328881343,DZHjDr6PVi_,https://www.instagram.com/p/DZHjDr6PVi_/,reel,video,,2026-06-03T09:00:00Z,2026-06-03,19:00,Wednesday,2026-W23,2026-06,68,5,587,15,12408,602,0.0485,SWOTVAC had me like  #unimelb #student #relatable #university #exams
3913420414292901150,DZPQyHysL0e,https://www.instagram.com/p/DZPQyHysL0e/,reel,video,,2026-06-06T09:00:09Z,2026-06-06,19:00,Saturday,2026-W23,2026-06,331,5,120,17,5019,137,0.0273,"SWOT VAC in 34 seconds 📚  A week of trying to stay productive, drinking way too much coffee, and convincing ourselves we’re not cooked for finals.  Here’s a little glimpse into how MoMU committee is spending their revision week.  Good luck to everyone studying — we’ve got this!   #unimelb #student #relatable #university #momuians"
3915597812780905845,DZW_3cKGjV1,https://www.instagram.com/p/DZW_3cKGjV1/,post,image,,2026-06-09T09:00:44Z,2026-06-09,19:00,Tuesday,2026-W24,2026-06,168,5,82,13,,95,,MoMU wishes everyone best of luck for exam season! May all your hard work pay off and your efforts be rewarded. 🌟📚🤓🥇💪🏻  #momuians #unimelb #student #exam #lifeatunimelb
3917044714736685602,DZcI2onM5Ii,https://www.instagram.com/p/DZcI2onM5Ii/,post,image,,2026-06-11T08:58:57Z,2026-06-11,18:58,Thursday,2026-W24,2026-06,838,5,71,10,,81,,"Pencils down, party up people!! You’ve earned this one 😮‍💨🎉  It’s time to reward yourself for all the hard work you’ve put in for your exams 🎉 and forget about the stress! We’re ending the semester off with our infamous End of Exams Party at District 1 🔥🔥 Just one night, one venue, and zero stress allowed. Whether you’re celebrating or just need to forget that last exam ever happened, this one’s for you. 🪩 🚀  📅 26th June 2026 ⏰ Entry 10:00pm – 11:00pm 📍 District 1 (113 Queen Street) ‼️ENTER BEFORE 10:30PM FOR A FREE DRINK / DRINK CARD‼️ 🎟️ Early Bird $25 | Regular $35 | VIP $45 (INCLUDES 2 FREE DRINKS + 1 WP SHOT)  🖇️ Use code ‘MOMU’ in the link in our bio to grab your discounted tickets now !!  Come catch up with friends as we end the semester and head for the holidays 🫂🔥  #student #endofexams #relatable #studentlife #unimelb"
3919221486655862034,DZj3y1cM3US,https://www.instagram.com/p/DZj3y1cM3US/,reel,video,,2026-06-14T09:01:02Z,2026-06-14,19:01,Sunday,2026-W24,2026-06,403,5,122,16,5068,138,0.0272,GET READY FOR THE END OF EXAMS PARTY!! 🎉 🎊  The great lock in ends soon.  🖇️ Use code ‘MOMU’ in the link in our bio to grab your discounted tickets now !!  📅 26th June 2026 ⏰ Entry 10:00pm – 11:00pm 📍 District 1 (113 Queen Street) ‼️ENTER BEFORE 10:30PM FOR A FREE DRINK / DRINK CARD‼️ 🎟️ Early Bird $25 | Regular $35 | VIP $45 (INCLUDES 2 FREE DRINKS + 1 WP SHOT)  #unimelb #momu #unilife #exp #explore
3922120601459496326,DZuK-ggPBWG,https://www.instagram.com/p/DZuK-ggPBWG/,reel,video,,2026-06-18T09:00:11Z,2026-06-18,19:00,Thursday,2026-W25,2026-06,447,5,110,25,3970,135,0.034,Exams are finally over !! The wait is almost done… EOX party is coming 🔥 Grab your friends and get ready 🪩  🖇️ Use code ‘MOMU’ in the link in our bio to grab your discounted tickets now !!  📅 26th June 2026 ⏰ Entry 10:00pm – 11:00pm 📍 District 1 (113 Queen Street) ‼️ ENTER BEFORE 10:30PM FOR A FREE DRINK / DRINK CARD ‼️  🎟️ Early Bird $25 | Regular $35 | VIP $45 (INCLUDES 2 FREE DRINKS + 1 WP SHOT)  #unilife #student #melbourne #uni #relatable
3924296118911976344,DZ15odBMUOY,https://www.instagram.com/p/DZ15odBMUOY/,reel,video,,2026-06-21T09:03:33Z,2026-06-21,19:03,Sunday,2026-W25,2026-06,74,5,78,8,4143,86,0.0208,Did someone say Yochi?  #unimelb #student #relatable #university #momuians
3926469302560716152,DZ9nwcAm3V4,https://www.instagram.com/p/DZ9nwcAm3V4/,post,carousel,3,2026-06-24T09:00:03Z,2026-06-24,19:00,Wednesday,2026-W26,2026-06,391,5,192,15,,207,,"MoMU’s cruise party is undoubtedly one of the many anticipated events of the year —— did you manage to catch it? 🧐🤨  Here are some pics to remind us all how vibrant, fun and colourful the whole night was, with a DJ set 🪩, a dance floor💃, complementary snacks 🍕and a photobooth 📸🎞️, the cruise was definitely crowded with immaculate vibes 🤩🤩😝😝  #student #momu #unimelb #relatable #cruiseparty"
